Schedule E: Merchandise,,,,,,,,,,
Own/  Other,Type,No.,Item,Description,Year of Manufacture,Date of Purchase,Purchase Price Per Item,Cumulative Purchase Price,Estimated Market Value Per Item,Cumulative Estimated Market Value
,,,"Knobs, Tubes, Cleats",,,,,,,
own,Finished Goods or Products,15,CKNOB0G1F,"Ceramic Knob, Glazed, Fair Condition",1880-1920,~last 3 years,0.25,3.75,2.5,37.5
own,Finished Goods or Products,0,CKNOB0G1G,"Ceramic Knob, Glazed, Good Condition",1880-1920,~last 3 years,0.5,0,3,0
own,Finished Goods or Products,0,CKNOB0G1NOS,"Ceramic Knob, Glazed, New Old Stock Condition",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,15,CKNOB0GF,"Ceramic Knob, Glazed, Fair Condition",1880-1920,~last 3 years,0.25,3.75,1.5,22.5
own,Finished Goods or Products,28,CKNOB0GG,"Ceramic Knob, Glazed, Good Condition",1880-1920,~last 3 years,0.5,14,2.5,70
own,Finished Goods or Products,0,CKNOB0GNOS,"Ceramic Knob, Glazed, New Old Stock",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,0,CKNOB0GWLF,"Ceramic Knob, Wrap Style,  Large, Fair Condition",1880-1920,~last 3 years,0,0,1.5,0
own,Finished Goods or Products,0,CKNOB0GWLG,"Ceramic Knob, Wrap Style,  Large, Good Condition",1880-1920,~last 3 years,0.5,0,2.5,0
own,Finished Goods or Products,0,CKNOB0GWLNOS,"Ceramic Knob, Wrap Style,  Large, New Old Stock Condition",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,2,CKNOB0GWMF,"Ceramic Knob, Wrap Style, Medium, Fair Condition",1880-1920,~last 3 years,0.25,0.5,1.5,3
own,Finished Goods or Products,40,CKNOB0GWMG,"Ceramic Knob, Wrap Style, Medium Good Condition",1880-1920,~last 3 years,0.5,20,2.5,100
own,Finished Goods or Products,0,CKNOB0GWMNOS,"Ceramic Knob, Wrap Style, Medium, New Old Stock Condition",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,0,CKNOB0GWSF,"Ceramic Knob, Wrap Style, Small, Fair Condition",1880-1920,~last 3 years,0.38,0,1.5,0
own,Finished Goods or Products,0,CKNOB0GWSG,"Ceramic Knob, Wrap Style, Small, Good Condition",1880-1920,~last 3 years,0.67,0,2.5,0
own,Finished Goods or Products,0,CKNOB0GWSNOS,"Ceramic Knob, Wrap Style, Small, New Old Stock Condition",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,0,CKNOB0U1F,"Ceramic Knob, Unglazed, Fair Condition",1880-1920,~last 3 years,0,0,1.5,0
own,Finished Goods or Products,0,CKNOB0U1G,"Ceramic Knob, Unglazed, Good Condition",1880-1920,~last 3 years,0,0,2.5,0
own,Finished Goods or Products,0,CKNOB0U1NOS,"Ceramic Knob, Unglazed, New Old Stock Condition",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,4,CKNOB0UF,"Ceramic Knob, Unglazed, Fair Condition",1880-1920,~last 3 years,0.25,1,1.5,6
own,Finished Goods or Products,0,CKNOB0UG,"Ceramic Knob, Unglazed, Good Condition",1880-1920,~last 3 years,0.5,0,2.5,0
own,Finished Goods or Products,0,CKNOB0UNOS,"Ceramic Knob, Unglazed, New Old Stock",1880-1920,~last 3 years,2.5,0,7.5,0
own,Finished Goods or Products,0,CKNOB0UWLF,"Ceramic Knob, Wrap Style,  Large, Fair Condition, Unglazed",1880-1920,~last 3 years,0,0,1.5,0
own,Finished Goods or Products,0,CKNOB0UWLG,"Ceramic Knob, Wrap Style,  Large, Good Condition, Unglazed",1880-1920,~last 3 years,0,0,2.5,0
own,Finished Goods or Products,0,CKNOB0UWLNOS,"Ceramic Knob, Wrap Style,  Large, New Old Stock Condition",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,0,CKNOB0UWMF,"Ceramic Knob, Wrap Style,  Medium Fair Condition, Unglazed",1880-1920,~last 3 years,0,0,1.5,0
own,Finished Goods or Products,0,CKNOB0UWMG,"Ceramic Knob, Wrap Style,  Medium Good Condition, Unglazed",1880-1920,~last 3 years,0,0,2.5,0
own,Finished Goods or Products,0,CKNOB0UWMNOS,"Ceramic Knob, Wrap Style, Medium, New Old Stock Condition",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,0,CKNOB0UWSG,"Ceramic Knob, Wrap Style,  Small, Good Condition, Unglazed",1880-1920,~last 3 years,0,0,2.5,0
own,Finished Goods or Products,0,CCLEAT0GF,"Ceramic Cleat (top and bottom) Glazed, Fair Condition",1880-1920,~last 3 years,0.25,0,1.5,0
own,Finished Goods or Products,0,CCLEAT0GG,"Ceramic Cleat (top and bottom) Glazed, Good Condition",1880-1920,~last 3 years,0.5,0,2.5,0
own,Finished Goods or Products,0,CCLEAT0GNOS,"Ceramic Cleat (top and bottom) Glazed, New Old Stock",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,0,CCLEAT0UF,"Ceramic Cleat (top and bottom) Unglazed, Fair Condition",1880-1920,~last 3 years,0.5,0,1.5,0
own,Finished Goods or Products,8,CCLEAT0UG,"Ceramic Cleat (top and bottom) Unglazed, Good Condition",1880-1920,~last 3 years,0.5,4,2.5,20
own,Finished Goods or Products,0,CCLEAT0UNOS,"Ceramic Cleat (top and bottom) Unglazed, New Old Stock",1880-1920,~last 3 years,0,0,7.5,0
own,Finished Goods or Products,0,CTUBE011G,"Ceramic Tube, 11 Inch Length, Very Good Condition",1880-1920,~last 3 years,2,0,5,0
own,Finished Goods or Products,0,CTUBE02F,"Ceramic Tube, 2 Inch Length, Fair Condition",1880-1920,~last 3 years,0.25,0,1.5,0
own,Finished Goods or Products,3,CTUBE02G,"Ceramic Tube, 2 Inch Length, Good Condition",1880-1920,~last 3 years,0.5,1.5,2.5,7.5
own,Finished Goods or Products,47,CTUBE03F,"Ceramic Tube, 3 Inch Length, Fair Condition",1880-1920,~last 3 years,0.25,11.75,1.5,70.5
own,Finished Goods or Products,60,CTUBE03G,"Ceramic Tube, 3 Inch Length, Good Condition",1880-1920,~last 3 years,0.5,30,2.5,150
own,Finished Goods or Products,0,CTUBE03NOS,"Ceramic Tube, 3 Inch Length, New Old Stock",1880-1920,~last 3 years,0.75,0,7.5,0
own,Finished Goods or Products,0,CTUBE04F,"Ceramic Tube, 4 Inch Length, Fair Condition",1880-1920,~last 3 years,0.25,0,1.5,0
own,Finished Goods or Products,8,CTUBE04G,"Ceramic Tube, 4 Inch Length, Good Condition",1880-1920,~last 3 years,0.5,4,2.5,20
own,Finished Goods or Products,0,CTUBE04NOS,"Ceramic Tube, 4 Inch Length, New Old Stock",1880-1920,~last 3 years,0.75,0,7.5,0
own,Finished Goods or Products,0,CTUBE05F,"Ceramic Tube, 5 Inch Length, Fair Condition",1880-1920,~last 3 years,0.25,0,1.5,0
own,Finished Goods or Products,0,CTUBE05G,"Ceramic Tube, 5 Inch Length, Good Condition",1880-1920,~last 3 years,0.5,0,2.5,0
own,Finished Goods or Products,0,CTUBE05NOS,"Ceramic Tube, 5 Inch Length, New Old Stock",1880-1920,~last 3 years,0.75,0,7.5,0
own,Finished Goods or Products,0,CTUBE06F,"Ceramic Tube, 6 Inch Length, Fair Condition",1880-1920,~last 3 years,0.25,0,1.5,0
own,Finished Goods or Products,0,CTUBE06G,"Ceramic Tube, 6 Inch Length, Good Condition",1880-1920,~last 3 years,0.5,0,2.5,0
own,Finished Goods or Products,0,CTUBE06NOS,"Ceramic Tube, 6 Inch Length, New Old Stock",1880-1920,~last 3 years,0.75,0,7.5,0
own,Finished Goods or Products,0,CTUBE07G,"Ceramic Tube, 7 Inch Length, Very Good Condition",1880-1920,~last 3 years,0.5,0,2.5,0
own,Finished Goods or Products,0,CTUBE08G,"Ceramic Tube, 8 Inch Length, Very Good Condition",1880-1920,~last 3 years,0.5,0,2.5,0
,,,,,,,,,,
,,,Bulbs,,,,,,,
own,Finished Goods or Products,90,BA194L40,S2412  40A19/CL/120V /Vintage  40 Watt; A19; 3000 Average Rated Hours; 130 Lumens; Medium Base; ...,year purchased?,~last 3 years,3.39,305.1,9,810
own,Finished Goods or Products,11,BA194L60,S2419  60 Watt 0 Vintage Antique Light Bulb 0 Victorian Style 0 4.5 in. Length 0 4 Loop Hand0Wou...,year purchased?,~last 3 years,2.95,32.45,9,99
own,Finished Goods or Products,18,BA19SIL100,S3956  100 watt; A19; Silver Crown; 1500 average rated hours; 960 lumens; Medium base; 130 volts,year purchased?,~last 3 years,1.1,19.8,2.5,45
own,Finished Goods or Products,4,BA19SIL60,S3955  60 watt; A19; Silver Crown; 1500 average rated hours; 960 lumens; Medium base; 130 volts,year purchased?,~last 3 years,1.1,4.4,2.5,10
own,Finished Goods or Products,5,BCLIPMED,"900940 3 5/8"" h 0 2 1/8"" Dia. Medium Base Bulb Clip Brass Plated",year purchased?,~last 3 years,0.54,2.7,0,0
own,Finished Goods or Products,13,BG25CG40,S2425   40G25/CL/15S/120V/Vintage  40 watt G25 Incandescent; Clear; 3000 average rated hours; 16...,year purchased?,~last 3 years,2.95,38.35,6,78
own,Finished Goods or Products,12,BLED2.5T6,S9872 2.5W CFC/LED/27K/120V 0 2.5 watt T6  LED; Candelabra base,year purchased?,~last 3 years,2.75,33,5.5,66
own,Finished Goods or Products,13,BLED2T6AMB,"S9873 2T6/AMB/LED/E12/22K/120V   0 2. watt T6  LED; Amber Finish, Candelabra base",year purchased?,~last 3 years,3.5,45.5,7,91
own,Finished Goods or Products,50,BLED3.5T6AMB,"S9986 3.5CTA/AMB/LED/22K/120V    0 3.5 watt C11  LED; Amber Finish, Candelabra base",year purchased?,~last 3 years,3.95,197.5,8,400
own,Finished Goods or Products,14,BLED4.5A19,S9583 0 4.5 watt A19 LED; Amber; Medium base; 2200K; 380 lumens; 120 volts,year purchased?,~last 3 years,5.16,72.24,11,154
own,Finished Goods or Products,26,BLED4.5G25,S9584 0 4.5 watt G25 LED; Amber; Medium base; 2200K; 380 lumens; 120 volts,year purchased?,~last 3 years,5.95,154.7,11.9,309.4
own,Finished Goods or Products,14,BLED4.5ST19,S9578 0 4.5 watt ST19 LED; Transparent Amber; Medium base; 2300K; 400 lumens; 120 volts,year purchased?,~last 3 years,4.95,69.3,11.9,166.6
own,Finished Goods or Products,14,BLED4.5T10,S9580 4.5T10/LED/E26/27K/120V 0 4.5 watt T10  LED; Medium base; 2200K; 380 lumens; 120 volts,year purchased?,~last 3 years,5.5,77,11,154
own,Finished Goods or Products,15,BLED6.5ST19,S9579 0 6.5 watt ST19 LED; Transparent Amber; Medium base; 2300K; 650 lumens; 120 volts,year purchased?,~last 3 years,4.95,74.25,13.9,208.5
own,Finished Goods or Products,18,BS21MA60,IN0L4099  Antique Light Bulb 0 Marconi Filament  60 Watt 0 Vintage Antique Light Bulb 0 S21 Edis...,year purchased?,~last 3 years,4.36,78.48,10.5,189
own,Finished Goods or Products,60,BST19CG40,S2413   40ST19/CL /15S /120 /Vintage Cage 40 watt ST19 Incandescent; Clear; 3000 average rated h...,year purchased?,~last 3 years,3.07,184.2,7.5,450
own,Finished Goods or Products,52,BST19CG60,S2423  60ST19/CL /15S /120 /Vintage Cage 60 watt ST19 Incandescent; Clear; 3000 average rated ho...,year purchased?,~last 3 years,2.95,153.4,7.5,390
own,Finished Goods or Products,65,BST19HP40,S2414  40 Watt 0 Vintage Antique Light Bulb 0 Edison Style 0 4.75 in. Length 0 Hand0Wound Hairpi...,year purchased?,~last 3 years,2.18,141.7,7.5,487.5
own,Finished Goods or Products,10,BT14CG40,S2417  40 Watt 0 Vintage Antique Light Bulb 0 Radio Style 0 4.3 in. Length 0 Hand0Wound Cage Tun...,year purchased?,~last 3 years,2.96,29.6,9,90
own,Finished Goods or Products,54,BT14MA30AMB,IN0L4080  30 Watt 0 Vintage Antique Light Bulb 0 Radio Style 0 4.3 in. Length 0 Hand0Wound Tungs...,year purchased?,~last 3 years,4.04,218.16,9,486
own,Finished Goods or Products,23,BT9CG40,S2420  40 Watt 0 Vintage Antique Light Bulb 0 Edison Style 0 3.5 in. Length 0 Cage Style Tungste...,year purchased?,~last 3 years,2.95,67.85,7,161
,,,,,,,,,,
,,,Cages,,,,,,,
own,Finished Goods or Products,15,CAGEAB,"9001919 0 Light Antique Brass Finish 503/4"" Light Bulb Cage",year purchased?,~last 3 years,2.15,32.25,7,105
own,Finished Goods or Products,15,CAGEBK,"9001916 Black Finish 503/4"" Light Bulb Cage",year purchased?,~last 3 years,2.15,32.25,8,120
own,Finished Goods or Products,20,CAGEBR,"9001310  Brass Finish 503/4"" Light Bulb Cage",year purchased?,~last 3 years,2.15,43,7,140
own,Finished Goods or Products,30,CAGEST,"9001918 Unfinished 503/4"" Light Bulb Cage",year purchased?,~last 3 years,2.15,64.5,7,210
,,,,,,,,,,
,,,Canopies,,,,,,,
own,Finished Goods or Products,12,CANCONKBK,"900893 0 Contemporary Canopy Kit , Black Finish",year purchased?,~last 3 years,2.25,27,4,48
own,Finished Goods or Products,33,CANCONKBR,"900890 0 Contemporary Canopy Kit , Brass Finish",year purchased?,~last 3 years,2.18,71.94,4,132
own,Finished Goods or Products,0,CANCONKBZ,"900892 0 Contemporary Canopy Kit , Antique Brass Finish",year purchased?,~last 3 years,1.75,0,4,0
own,Finished Goods or Products,24,CANCONKNK,"900891 0 Contemporary Canopy Kit , Chrome Finish",year purchased?,~last 3 years,2,48,4,96
own,Finished Goods or Products,0,CANPSBZ,"54676 BRONZE PLATED STEEL CANOPY W/MATCHING SCREW COLLAR LOOP 00 CENTER HOLE 1 1/16\"" DIA 5 1/4\""",year purchased?,~last 3 years,3.7,0,0,0
own,Finished Goods or Products,0,CANPSPW,"54679 PEWTER PLATED STEEL CANOPY W/MATCHING SCREW COLLAR LOOP 00 CENTER HOLE 1 1/16\"" DIA 5 1/4\""",year purchased?,~last 3 years,3.7,0,0,0
own,Finished Goods or Products,18,CANRIBKBK,"9002700 0 Ribbed Canopy Kit , Black  Finish",year purchased?,~last 3 years,2.21,39.78,5.75,103.5
own,Finished Goods or Products,39,CANRIBKBR,"9001927 0 Ribbed Canopy Kit , Brass Finish",year purchased?,~last 3 years,2.02,78.78,4,156
own,Finished Goods or Products,96,CANRIBKBZ,"9001887 0 Ribbed Canopy Kit , Dark Antique  Brass Finish",year purchased?,~last 3 years,1.88,180.48,4,384
own,Finished Goods or Products,35,CANRIBKNK,"9001889 0 Ribbed Canopy Kit , Polished Nickel Finish",year purchased?,~last 3 years,2,70,4,140
own,Finished Goods or Products,19,CANSMTHKBR,"9001926 0 Smooth Canopy Kit , Brass Finish",year purchased?,~last 3 years,1.86,35.34,4,76
own,Finished Goods or Products,8,CANSMTHKBZ,"9001891 0 Smooth Canopy Kit , Dark Antique Brass Finish",year purchased?,~last 3 years,2.11,16.88,4,32
own,Finished Goods or Products,38,CANSMTHKNK,"9001893 0 Smooth Canopy Kit , Nickel Finish",year purchased?,~last 3 years,1.81,68.78,4,152
,,,,,,,,,,
,,,Finial,,,,,,,
own,Finished Goods or Products,0,FINIALBALLBR,"900842 Brass Ball Finial,  1 1/4"" Height, 3/4"" Dia. 0 1/8 IP  Burnished & Lacquered",year purchased?,~last 3 years,0,0,3,0
own,Finished Goods or Products,0,FINIALBALLNK,"8001880 Satin Nickel Ball Finial  1 1/4"" Height, 3/4"" Dia. 1/4027",year purchased?,~last 3 years,0,0,3,0
own,Finished Goods or Products,0,FINIALBULAB,"9001718 Antique Brass  2"" Height 0 1/4027",year purchased?,~last 3 years,1.6,0,3,0
own,Finished Goods or Products,0,FINIALBULBR,"9001717 Polished Brass  2"" Height 0 1/4027",year purchased?,~last 3 years,1.6,0,3,0
own,Finished Goods or Products,0,FINIALBULCH,"9001719 polished chrome  2"" Height 0 1/4027",year purchased?,~last 3 years,1.8,0,3,0
own,Finished Goods or Products,0,FINIALLPYRAB,"9001721 Antique Brass, Large Pyramid Knob  1 1/2"" Height 0 1/4027 IP",year purchased?,~last 3 years,1.6,0,3,0
own,Finished Goods or Products,0,FINIALLPYRBR,"9001720 Polished Brass, Large Pyramid Knob  1 1/2"" Height 0 1/4027 IP",year purchased?,~last 3 years,1.6,0,3,0
own,Finished Goods or Products,0,FINIALLPYRCH,"9001722 Polished Chrome, Large Pyramid Knob  1 1/2"" Height 0 1/4027 IP",year purchased?,~last 3 years,1.8,0,3,0
own,Finished Goods or Products,36,FINIALPYRAB,"9001161  Large Pyramid Knob  1 1/4"" Height 0 1/8 IP  Antique Brass",year purchased?,~last 3 years,1.35,48.6,3,108
own,Finished Goods or Products,39,FINIALPYRBR,"9001160  Large Pyramid Knob  1 1/4"" Height 0 1/8 IP  Polished Brass",year purchased?,~last 3 years,1.35,52.65,3,117
own,Finished Goods or Products,36,FINIALPYRNK,"9001711  Large Pyramid Knob  1 1/4"" Height 0 1/8 IP  Nickel",year purchased?,~last 3 years,1.45,52.2,3,108
own,Finished Goods or Products,0,FINIALSBALLBR,"9001386 Burnished & Lacquered,  Ball Knob Finia,l  1 1/8"" Height 0 1/4027",year purchased?,~last 3 years,0,0,3,0
own,Finished Goods or Products,0,FINIALSPBR,"900130 Burnished & Lacquered, Small Spindle Finial, 1 7/8"" Height 0 1/4027",year purchased?,~last 3 years,0.8,0,3,0
own,Finished Goods or Products,82,FINIALTHAB,"8001518 0 1/2"" Finial—Zinc Die Cast 1/4027, Antique Brass Finish",year purchased?,~last 3 years,0.21,17.22,0.55,45.1
own,Finished Goods or Products,51,FINIALTHBR,"9001181 0 1/2"" Finial—Zinc Die Cast 1/4027, Polished Brass Finish",year purchased?,~last 3 years,0.18,9.18,0.55,28.05
own,Finished Goods or Products,4,FINIALTHBZ,"8001519 0 1/2"" Finial—Zinc Die Cast 1/4027, Dark Antique Brass Finish",year purchased?,~last 3 years,0.23,0.92,0.55,2.2
own,Finished Goods or Products,96,FINIALTHNK,"8001182 0 1/2"" Finial—Zinc Die Cast 1/4027, Nickel Finish",year purchased?,~last 3 years,0.16,15.36,0.55,52.8
,,,,,,,,,,
,,,Harps,,,,,,,
own,Finished Goods or Products,32,HRPHDAB10,"9002268 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Antique Brass Finish, 100inch",year purchased?,~last 3 years,0.76,24.32,2,64
own,Finished Goods or Products,48,HRPHDAB8,"9002266 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Antique Brass Finish, 80inch",year purchased?,~last 3 years,0.64,30.72,2,96
own,Finished Goods or Products,35,HRPHDAB9,"9002267 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Antique Brass Finish, 90inch",year purchased?,~last 3 years,0.66,23.1,2,70
own,Finished Goods or Products,49,HRPHDAB9.5,"8002293 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Antique Brass Finish, 9.50inch",year purchased?,~last 3 years,0.79,38.71,2,98
own,Finished Goods or Products,16,HRPHDBR10,"900922 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Brass Finish, 100inch",year purchased?,~last 3 years,0.56,8.96,2,32
own,Finished Goods or Products,12,HRPHDBR8,"900920 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Brass Finish, 80inch",year purchased?,~last 3 years,0.76,9.12,2,24
own,Finished Goods or Products,17,HRPHDBR8.5,"900553 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Brass Finish, 8.50inch",year purchased?,~last 3 years,0.52,8.84,2,34
own,Finished Goods or Products,16,HRPHDBR9,"900921 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Brass Finish, 90inch",year purchased?,~last 3 years,0.54,8.64,2,32
own,Finished Goods or Products,49,HRPHDBR9.5,"900554 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Brass Finish, 9.50inch",year purchased?,~last 3 years,0.69,33.81,2,98
own,Finished Goods or Products,11,HRPHDDAB10,"8002152 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Dark Antique Brass Finish, 100inch",year purchased?,~last 3 years,0.84,9.24,2,22
own,Finished Goods or Products,10,HRPHDDAB8,"9002089 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Dark Antique Brass Finish, 80inch",year purchased?,~last 3 years,0.64,6.4,2,20
own,Finished Goods or Products,48,HRPHDDAB8.5,"9002079 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Dark Antique Brass Finish, 8.50inch",year purchased?,~last 3 years,0.78,37.44,2,96
own,Finished Goods or Products,16,HRPHDDAB9,"8002177 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Dark Antique Brass Finish, 90inch",year purchased?,~last 3 years,0.82,13.12,2,32
own,Finished Goods or Products,17,HRPHDDAB9.5,"9002080 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Dark Antique Brass Finish, 9.50inch",year purchased?,~last 3 years,0.66,11.22,2,34
own,Finished Goods or Products,46,HRPHDNK10,"9002003 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Nickel Finish, 100inch",year purchased?,~last 3 years,0.65,29.9,2,92
own,Finished Goods or Products,42,HRPHDNK8,"9002001 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Nickel Finish, 80inch",year purchased?,~last 3 years,0.63,26.46,2,84
own,Finished Goods or Products,44,HRPHDNK8.5,"9002008 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Nickel Finish, 8.50inch",year purchased?,~last 3 years,0.52,22.88,2,88
own,Finished Goods or Products,40,HRPHDNK9,"9002002 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Nickel Finish, 90inch",year purchased?,~last 3 years,0.54,21.6,2,80
own,Finished Goods or Products,49,HRPHDNK9.5,"9002009 0 Heavy Duty Harp, 1/8 IP Saddle, 1/4027 Thread, Polished Nickel Finish, 9.50inch",year purchased?,~last 3 years,0.54,26.46,2,98
,,,,,,,,,,
,,,Small Hardware,,,,,,,
own,Finished Goods or Products,223,GROMMET,"41005 RUBBER GROMMET BLACK 1/2"" DIAMETER FOR WIREWAY HOLE",year purchased?,~last 3 years,0.16,35.68,0.5,111.5
own,Finished Goods or Products,409,LKNTHX916x18,"9001037 0  Locknut, Zinc Plated, 9/16"" Hex., 1/8"" thick",year purchased?,~last 3 years,0.02,8.18,0.1,40.9
own,Finished Goods or Products,16,LNKNRL18IP18,"55217 1"" Brass large knurled locknut, TAP 1/8 IP, 1/8"" thick.    9001601 Brass Round Knurled Loc...",year purchased?,~last 3 years,0.46,7.36,1.5,24
,,,,,,,,,,
,,,Nipples,,,,,,,
own,Finished Goods or Products,0,NIPHEXFLANGE1/2BR,"55207 1/2"" Brass Hex Lamp Pipe Flange Nipple 1/8ip",year purchased?,~last 3 years,0.3,0,0.9,0
own,Finished Goods or Products,0,NIPSTOP1/2INBR,"57222 1/2"" Brass Lamp Stop Nipple 1/8IP",year purchased?,~last 3 years,0.39,0,1.2,0
own,Finished Goods or Products,0,NIPTHREADED1/2ST,"57072 1/2"" Steel zinc plated threaded lamp nipple, 1/8IP",year purchased?,~last 3 years,0.04,0,0.25,0
own,Finished Goods or Products,236,NIPZINC.5IN,"90/5004  1/2"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.02,4.72,0.1,23.6
own,Finished Goods or Products,101,NIPZINC1IN,"90/5008 1"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.04,4.04,0.15,15.15
own,Finished Goods or Products,193,NIPZINC2IN,"90/5016  2"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.06,11.58,0.2,38.6
own,Finished Goods or Products,230,NIPZINC3IN,"90/5024  3"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.1,23,0.25,57.5
own,Finished Goods or Products,124,NIPZINC4IN,"90/5032  4"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.11,13.64,0.3,37.2
own,Finished Goods or Products,164,NIPZINC5IN,"90/5040  5"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.14,22.96,0.4,65.6
own,Finished Goods or Products,156,NIPZINC6IN,"90/5048  6"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.16,24.96,0.5,78
own,Finished Goods or Products,62,NIPZINC7IN,"90/5056  7"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.18,11.16,0.6,37.2
own,Finished Goods or Products,25,NIPZINC8IN,"90/5064  8"" 1/8 IP Steel Yellow—Zinc Plated (YZP)",year purchased?,~last 3 years,0.22,5.5,0.7,17.5
,,,,,,,,,,
,,,Plugs,,,,,,,
own,Finished Goods or Products,0,PCOVERBK,40319 0 Plug insulator for Early Style Round Lamp Plugs,year purchased?,~last 3 years,0.13,0,0.5,0
own,Finished Goods or Products,0,PN2ACNBK,PLUG: Acorn Style Early Lamp Plug 0 BLACK  B & P Lamp Supply Part #: 48545,year purchased?,~last 3 years,2.19,0,4,0
own,Finished Goods or Products,0,PN2ACNBN,PLUG: Acorn Style Early Lamp Plug 0 BROWN  B & P Lamp Supply Part #: 48543,year purchased?,~last 3 years,1.77,0,4,0
own,Finished Goods or Products,0,PN2ACNIV,PLUG: Acorn Style Early Lamp Plug 0 IVORY  B & P Lamp Supply Part #: 48544,year purchased?,~last 3 years,1.28,0,4,0
own,Finished Goods or Products,68,PN2ACNWH,PLUG: Acorn Style Early Lamp Plug 0 WHITE  B & P Lamp Supply Part #: 48546,year purchased?,~last 3 years,1.28,87.04,4,272
own,Finished Goods or Products,0,PN2ANFACBK,"PLUG: Antique Reproduction, BLACK  Grand Brass Part #: PL500BL",year purchased?,~last 3 years,3.85,0,9,0
own,Finished Goods or Products,68,PN2ANFACBN,PL500BR  Brown 0 Antique Reproduction Non0Polarized Lamp Plug with Screw Terminal Connection,year purchased?,~last 3 years,2,136,4,272
own,Finished Goods or Products,0,PN2ANFACIV,PL500IV  Ivory 0 Antique Reproduction Non0Polarized Lamp Plug with Screw Terminal Connection,year purchased?,~last 3 years,2,0,4,0
own,Finished Goods or Products,0,PN2FACBUTBK,PL400BL 0 BLACK BUTTON STYLE 20PRONG PLUG WITH SCREW TERMINALS,year purchased?,~last 3 years,0,0,4,0
own,Finished Goods or Products,113,PN2FEMRUBREC,OU104BL  BLACK 0 RUBBER POLARIZED OUTLET WITH SCREW TERMINAL WIRE CONNECTION    30411F FEMALE BL...,year purchased?,~last 3 years,1.26,142.38,3.5,395.5
own,Finished Goods or Products,0,PN2FEMRUBWH,OU86W WHITE0 STANDARD GRADE 2 WIRE RUBBER NON GROUNDING CONNECTOR,year purchased?,~last 3 years,0,0,4.25,0
own,Finished Goods or Products,90,PN2HVYSHBK,"48566 0 Black 2 Pole, 2 Wire Non0Polarized, Non0Grounding Plug",year purchased?,~last 3 years,2.15,193.5,5.5,495
own,Finished Goods or Products,38,PN2RECTBK,31300 Lamp Plug Black Non Polarized Bake Lite  PL912BL  BLACK 20PRONG PLUG WITH SCREW TERMINALS ...,year purchased?,~last 3 years,1.33,50.54,2.5,95
own,Finished Goods or Products,60,PN2RECTBN,"4900374045 Early Electric Style Heavy Bakelite Plug, Brown  B & P Lamp Supply Part #: 48516  300...",year purchased?,~last 3 years,1.13,67.8,2,120
own,Finished Goods or Products,2,PN2RECTWH,"Early Electric Style Heavy Bakelite Plug, White  B & P Lamp Supply Part #: 48535  30034 WHITE BA...",year purchased?,~last 3 years,1.27,2.54,2,4
