Schedule E: Merchandise,,,,,,,,,,
Own/  Other,Type,No.,Item,Description,Year of Manufacture,Date of Purchase,Purchase Price Per Item,Cumulative Purchase Price,Estimated Market Value Per Item,Cumulative Estimated Market Value
own,Finished Goods or Products,170,W182CTBR2TF,20conductor 180gauge BLACK COTTON TWISTED WIRE WITH DOUBLE RED TRACER 0 by the foot,~last 3 years,,0.08,13.6,1.4,238
own,Finished Goods or Products,23,W182CTBR2TS,20CONDUCTOR 180GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE RED TRACER 0 by the 2500foot spool,~last 3 years,,22,506,145,"3,335.00"
own,Finished Goods or Products,315,W182CTBW2TF,20CONDUCTOR 180GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE WHITE TRACER,~last 3 years,,0.08,25.2,1.4,441
own,Finished Goods or Products,14,W182CTBW2TS,This is a 180gauge wire in the twisted pair style where each conductor is covered in black cotto...,~last 3 years,,22.12,309.68,145,"2,030.00"
own,Finished Goods or Products,88,W182CTBWXXF,This is a 180gauge wire in the twisted pair style where each conductor is covered in a black and...,~last 3 years,,0.08,7.04,1.4,123.2
own,Finished Goods or Products,10,W182CTBWXXS,This is a 180gauge wire in the twisted pair style where each conductor is covered in a black and...,~last 3 years,,22.12,221.2,145,"1,450.00"
own,Finished Goods or Products,53,W182CTBWZZF,20CONDUCTOR 180GAUGE BLACK & WHITE ZIG0ZAG COTTON TWISTED WIRE 0 by the foot,~last 3 years,,0.09,4.77,1.4,74.2
own,Finished Goods or Products,5,W182CTBWZZS,20CONDUCTOR 180GAUGE BLACK & WHITE ZIG0ZAG COTTON TWISTED WIRE 0 by the spool,~last 3 years,,24.84,124.2,145,725
own,Finished Goods or Products,220,W182CTDBXXF,20conductor 180gauge DARK BROWN twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,19.8,1.4,308
own,Finished Goods or Products,136,W182CTDBXXS,20conductor 180gauge DARK BROWN twisted COTTON wire 0 BY THE SPOOL,~last 3 years,,23.43,"3,186.48",145,"19,720.00"
own,Finished Goods or Products,638,W182CTGDGYF,"20conductor 180gauge GOLD, Gray marker thread, twisted COTTON wire 0 BY THE FOOT",~last 3 years,,0.1,63.8,1.4,893.2
own,Finished Goods or Products,11,W182CTGDGYS,"20conductor 180gauge GOLD, Gray marker thread, twisted COTTON wire 0 BY THE SPOOL",~last 3 years,,24.25,266.75,145,"1,595.00"
own,Finished Goods or Products,1138,W182CTGGZZF,20conductor 180gauge DEATH VALLEY GOLD & GREEN twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,102.42,1.4,"1,593.20"
own,Finished Goods or Products,20,W182CTGGZZS,20conductor 180gauge DEATH VALLEY GOLD & GREEN twisted COTTON wire0 2500foot spool,~last 3 years,,23.23,464.6,145,"2,900.00"
own,Finished Goods or Products,5741,W182CTGNXXF,20conductor 180gauge GREEN twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.11,631.51,1.4,"8,037.40"
own,Finished Goods or Products,63,W182CTGNXXS,20conductor 180gauge GREEN twisted COTTON wire 0 BY THE SPOOL,~last 3 years,,24.3,"1,530.90",145,"9,135.00"
own,Finished Goods or Products,317,W182CTGYXXF,This is a 180gauge wire in the twisted pair style where each conductor is covered in a gray cott...,~last 3 years,,0.09,28.53,1.4,443.8
own,Finished Goods or Products,18,W182CTGYXXS,20CONDUCTOR 180GAUGE GRAY COTTON TWISTED WIRE,~last 3 years,,24.62,443.16,145,"2,610.00"
own,Finished Goods or Products,52,W182CTLGXXF,20conductor 180gauge LIME GREEN twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,4.68,1.4,72.8
own,Finished Goods or Products,14,W182CTLGXXS,20conductor 180gauge LIME GREEN ttwisted COTTON wire 0 BY THE SPOOL,~last 3 years,,24.34,340.76,145,"2,030.00"
own,Finished Goods or Products,11646,W182CTPTGDF,"20conductor 180gauge PUTTY, Gold marker thread, twisted COTTON wire 0 BY THE FOOT",~last 3 years,,0.09,"1,048.14",1.4,"16,304.40"
own,Finished Goods or Products,258,W182CTPTGDS,"20conductor 180gauge PUTTY, Gold marker thread, twisted COTTON wire 0 BY THE SPOOL",~last 3 years,,24.52,"6,326.16",145,"37,410.00"
own,Finished Goods or Products,79,W182CTRBXXF,20conductor 180gauge RASPBERRY twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,7.11,1.4,110.6
own,Finished Goods or Products,14,W182CTRBXXS,20conductor 180gauge RASPBERRY twisted COTTON wire 0 BY THE SPOOL,~last 3 years,,24.33,340.62,145,"2,030.00"
own,Finished Goods or Products,8590,W182CTRDXXF,20conductor 180gauge RED twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.1,859,1.4,"12,026.00"
own,Finished Goods or Products,21,W182CTRDXXS,20conductor 180gauge RED twisted COTTON wire 0 BY THE SPOOL,~last 3 years,,24.5,514.5,145,"3,045.00"
own,Finished Goods or Products,213,W182CTRGXXF,20conductor 180gauge RED and GREEN twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,19.17,1.4,298.2
own,Finished Goods or Products,0,W182CTRGXXS,20conductor 180gauge RED and GREEN twisted COTTON wire 0 2500foot spool,~last 3 years,,24.52,0,145,0
own,Finished Goods or Products,34,W182CTRWZZF,20CONDUCTOR 180GAUGE RED & WHITE ZIG0ZAG COTTON TWISTED WIRE 0 by the foot,~last 3 years,,0.09,3.06,1.4,47.6
own,Finished Goods or Products,17,W182CTRWZZS,20CONDUCTOR 180GAUGE RED & WHITE ZIG0ZAG COTTON TWISTED WIRE 0 by the spool,~last 3 years,,22.97,390.49,145,"2,465.00"
own,Finished Goods or Products,443,W182CTSBXXF,20conductor 180gauge SLATE BLUE twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,39.87,1.4,620.2
own,Finished Goods or Products,3,W182CTSBXXS,20conductor 180gauge SLATE BLUE twisted COTTON wire 0 2500foot spool,~last 3 years,,24.48,73.44,145,435
own,Finished Goods or Products,95,W182CTTQXXF,20conductor 180gauge TURQUOISE twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,8.55,1.4,133
own,Finished Goods or Products,1,W182CTTQXXS,20conductor 180gauge TURQUOISE twisted COTTON wire 0 2500foot spool,~last 3 years,,22.57,22.57,145,145
own,Finished Goods or Products,135,W182CTWHXXF,20conductor 180gauge WHITE twisted COTTON wire 0 BY THE FOOT,~last 3 years,,0.09,12.15,1.4,189
own,Finished Goods or Products,13,W182CTWHXXS,20conductor 180gauge WHITE twisted COTTON wire 0 BY THE SPOOL,~last 3 years,,24.68,320.84,145,"1,885.00"
own,Finished Goods or Products,100,W182RFBKXXF,20CONDUCTOR 180GAUGE BLACK RAYON PARALLEL CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.1,10,1.2,120
own,Finished Goods or Products,5,W182RFBKXXS,20CONDUCTOR 180GAUGE BLACK RAYON PARALLEL CORD 0 UL0Listed 0 2500foot spool,~last 3 years,,21.23,106.15,120,600
own,Finished Goods or Products,8,W182RFBNXXF,20CONDUCTOR 180GAUGE BROWN RAYON PARALLEL CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.09,0.72,1.2,9.6
own,Finished Goods or Products,0,W182RFBNXXS,20CONDUCTOR 180GAUGE BROWN RAYON PARALLEL CORD 0 UL0Listed 0 2500foot spool,~last 3 years,,21.23,0,120,0
own,Finished Goods or Products,19,W182RFGDXXF,20CONDUCTOR 180GAUGE GOLD RAYON PARALLEL CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.09,1.71,1.2,22.8
own,Finished Goods or Products,0,W182RFGDXXS,20CONDUCTOR 180GAUGE GOLD RAYON PARALLEL CORD 0 UL0Listed 0 2500foot spool,~last 3 years,,21.23,0,120,0
own,Finished Goods or Products,150,W182RFMBXXF,This is an  180gauge cord in the parallel cord style where the conductors are covered in mahogan...,~last 3 years,,0.09,13.5,1,150
own,Finished Goods or Products,9,W182RFMBXXS,This is an  180gauge cord in the parallel cord style where the conductors are covered in mahogan...,~last 3 years,,21.23,191.07,120,"1,080.00"
own,Finished Goods or Products,177,W182RFPWXXF,This is an  180gauge cord in the parallel cord style where the conductors are covered in pewter ...,~last 3 years,,0.09,15.93,1,177
own,Finished Goods or Products,0,W182RFPWXXS,This is an  180gauge cord in the parallel cord style where the conductors are covered in pewter ...,~last 3 years,,21.23,0,120,0
own,Finished Goods or Products,0,W182RFSTXXF,20CONDUCTOR 180GAUGE SILVER RAYON PARALLEL CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.1,0,1.2,0
own,Finished Goods or Products,0,W182RFSTXXS,20CONDUCTOR 180GAUGE SILVER RAYON PARALLEL CORD 0 UL0Listed 02500foot spool,~last 3 years,,18.02,0,120,0
own,Finished Goods or Products,0,W182RFWHXXF,20CONDUCTOR 180GAUGE WHITE RAYON PARALLEL CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,0,1.2,0
own,Finished Goods or Products,7,W182RFWHXXS,20CONDUCTOR 180GAUGE WHITE RAYON PARALLEL CORD 0 UL0Listed 0 2500foot spool,~last 3 years,,17.71,123.97,120,840
own,Finished Goods or Products,147,W182RPBKXXF,20CONDUCTOR 180GAUGE BLACK RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,24.99,1.5,220.5
own,Finished Goods or Products,1,W182RPBKXXS,20CONDUCTOR 180GAUGE BLACK RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,18.02,95,95
own,Finished Goods or Products,75,W182RPGDXXF,20CONDUCTOR 180GAUGE GOLD RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,12.75,1.5,112.5
own,Finished Goods or Products,1,W182RPGDXXS,20CONDUCTOR 180GAUGE GOLD RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,18.02,95,95
own,Finished Goods or Products,158,W182RPPWXXF,20CONDUCTOR 180GAUGE PEWTER RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,26.86,1.5,237
own,Finished Goods or Products,2,W182RPPWXXS,20CONDUCTOR 180GAUGE PEWTER RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,17.71,35.42,95,190
own,Finished Goods or Products,201,W182RPSTXXF,20CONDUCTOR 180GAUGE SILVER RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,34.17,1.5,301.5
own,Finished Goods or Products,11,W182RPSTXXS,20CONDUCTOR 180GAUGE SILVER RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,17.71,194.81,95,"1,045.00"
own,Finished Goods or Products,253,W182RPWBXXF,20CONDUCTOR 180GAUGE WALNUT BROWN RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,43.01,1.5,379.5
own,Finished Goods or Products,3,W182RPWBXXS,20CONDUCTOR 180GAUGE WALNUT BROWN RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,17.71,53.13,95,285
own,Finished Goods or Products,163,W182RPWHXXF,20CONDUCTOR 180GAUGE WHITE RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,27.71,1.5,244.5
own,Finished Goods or Products,21,W182RPWHXXS,20CONDUCTOR 180GAUGE WHITE RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,17.71,371.91,95,"1,995.00"
own,Finished Goods or Products,21,W182RTBKXXF,20conductor 180gauge BLACK twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.1,2.1,1.45,30.45
own,Finished Goods or Products,0,W182RTBKXXS,20conductor 180gauge BLACK twisted RAYON wire 0 BY THE SPOOL,~last 3 years,,24.83,0,149,0
own,Finished Goods or Products,15,W182RTGDXXF,20conductor 180gauge GOLD twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.1,1.5,1.45,21.75
own,Finished Goods or Products,0,W182RTGDXXS,20conductor 180gauge GOLD twisted RAYON wire 0 250 FOOT SPOOL,~last 3 years,,24.99,0,149,0
own,Finished Goods or Products,100,W182RTMBXXF,20conductor 180gauge MAHOGANY BROWN twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.11,11,1.45,145
own,Finished Goods or Products,0,W182RTMBXXS,20conductor 180gauge MAHOGANY BROWN twisted RAYON wire 0 BY THE SPOOL,~last 3 years,,24.99,0,149,0
own,Finished Goods or Products,128,W182RTPWXXF,20CONDUCTOR 180GAUGE PEWTER RAYON TWISTED WIRE,~last 3 years,,0.1,12.8,1.45,185.6
own,Finished Goods or Products,1,W182RTPWXXS,This is an 180gauge wire in the twisted pair style where each conductor is covered in pewter ray...,~last 3 years,,27.12,27.12,149,149
own,Finished Goods or Products,394,W182RTSTXXF,20conductor 180gauge SILVER twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.15,59.1,1.45,571.3
own,Finished Goods or Products,3,W182RTSTXXS,20conductor 180gauge SILVER twisted RAYON wire 0 BY THE SPOOL,~last 3 years,,24.99,74.97,149,447
own,Finished Goods or Products,48,W182RTWBXXF,20conductor 180gauge WALNUT BROWN twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.11,5.28,1.45,69.6
own,Finished Goods or Products,0,W182RTWBXXS,20conductor 180gauge WALNUT BROWN twisted RAYON wire 0 250 foot spool,~last 3 years,,24.99,0,149,0
own,Finished Goods or Products,42,W182RTWHXXF,20conductor 180gauge WHITE twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.12,5.04,1.45,60.9
own,Finished Goods or Products,0,W182RTWHXXS,20conductor 180gauge WHITE twisted RAYON wire 0 BY THE SPOOL,~last 3 years,,24.99,0,149,0
own,Finished Goods or Products,61,W183CJBKXXF,30CONDUCTOR 180GAUGE BLACK COTTON HEAVY0DUTY PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.2,12.2,1.2,73.2
own,Finished Goods or Products,2,W183CJBKXXS,30CONDUCTOR 180GAUGE BLACK COTTON HEAVY0DUTY PULLEY CORD 0 UL0Listed 0  by the 1000foot spool,~last 3 years,,18.02,36.04,140,280
own,Finished Goods or Products,51,W183CPBDSHF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0.19,9.69,1.2,61.2
own,Finished Goods or Products,2,W183CPBDSHS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,18.02,36.04,95,190
own,Finished Goods or Products,12,W183CPBDZZF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,0.17,2.04,1.2,14.4
own,Finished Goods or Products,4,W183CPBDZZS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,19.23,76.92,95,380
own,Finished Goods or Products,108,W183CPBKXXF,30CONDUCTOR 180GAUGE BLACK COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0,0,1.5,162
own,Finished Goods or Products,0,W183CPBKXXS,30CONDUCTOR 180GAUGE BLACK COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,0,95,0
own,Finished Goods or Products,50,W183CPBNXXF,30CONDUCTOR 180GAUGE LIGHT BROWN COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,9,1.5,75
own,Finished Goods or Products,3,W183CPBNXXS,30CONDUCTOR 180GAUGE LIGHT BROWN COTTON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.71,56.13,95,285
own,Finished Goods or Products,86,W183CPBOXXF,30CONDUCTOR 180GAUGE BURNT ORANGE COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,14.62,1.5,129
own,Finished Goods or Products,4,W183CPBOXXS,30CONDUCTOR 180GAUGE BURNT ORANGE COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,72.08,95,380
own,Finished Goods or Products,126,W183CPBPSHF,30CONDUCTOR 180GAUGE BLACK & PUTTY SMALL HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,22.68,1.5,189
own,Finished Goods or Products,0,W183CPBPSHS,30CONDUCTOR 180GAUGE BLACK & PUTTY SMALL HOUNDS0TOOTH COTTON PULLEY CORD 0 UL0Listed,~last 3 years,,18.02,0,95,0
own,Finished Goods or Products,24,W183CPBPZZF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,0.19,4.56,1.2,28.8
own,Finished Goods or Products,5,W183CPBPZZS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.02,90.1,95,475
own,Finished Goods or Products,8,W183CPBR1CF,30CONDUCTOR 180GAUGE BLACK & RED SINGLE CROSS TRACER COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.19,1.52,1.2,9.6
own,Finished Goods or Products,2,W183CPBR1CS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.04,36.08,95,190
own,Finished Goods or Products,74,W183CPBR1TF,30CONDUCTOR 180GAUGE BLACK & RED SINGLE TRACER COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,12.58,1.5,111
own,Finished Goods or Products,2,W183CPBR1TS,30CONDUCTOR 180GAUGE BLACK & RED SINGLE TRACER COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,36.04,95,190
own,Finished Goods or Products,8,W183CPBR2CF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,0.19,1.52,1.2,9.6
own,Finished Goods or Products,1,W183CPBR2CS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.02,18.02,95,95
own,Finished Goods or Products,37,W183CPBR2TF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,0.19,7.03,1.2,44.4
own,Finished Goods or Products,5,W183CPBR2TS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.02,90.1,95,475
own,Finished Goods or Products,74,W183CPBR3TF,30CONDUCTOR 180GAUGE BLACK & RED TRIPLE TRACER COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,13.32,1.5,111
own,Finished Goods or Products,8,W183CPBR3TS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,18.02,144.16,95,760
own,Finished Goods or Products,95,W183CPBR4TF,30CONDUCTOR 180GAUGE BLACK & RED QUADRUPLE TRACER COTTON PULLEY CORD 0 UL0Listed,~last 3 years,,0.19,18.05,1.2,114
own,Finished Goods or Products,8,W183CPBR4TS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,19.86,158.88,95,760
own,Finished Goods or Products,10,W183CPBW1CF,30CONDUCTOR 180GAUGE BLACK & WHITE SINGLE CROSS TRACER COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,19.65,196.5,1.2,12
own,Finished Goods or Products,5,W183CPBW1CS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,19.86,99.3,95,475
own,Finished Goods or Products,100,W183CPBW1TF,30CONDUCTOR 180GAUGE BLACK & WHITE SINGLE TRACER COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,17,1.5,150
own,Finished Goods or Products,4,W183CPBW1TS,30CONDUCTOR 180GAUGE BLACK & WHITE SINGLE TRACER COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,72.08,95,380
own,Finished Goods or Products,15,W183CPBW2CF,30CONDUCTOR 180GAUGE BLACK & WHITE DOUBLE CROSS TRACER COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,2.55,1.5,22.5
own,Finished Goods or Products,3,W183CPBW2CS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.02,54.06,95,285
own,Finished Goods or Products,9,W183CPBW2TF,30CONDUCTOR 180GAUGE BLACK & WHITE DOUBLE TRACER COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,1.53,1.5,13.5
own,Finished Goods or Products,0,W183CPBW2TS,30CONDUCTOR 180GAUGE BLACK & WHITE DOUBLE TRACER COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,0,95,0
own,Finished Goods or Products,54,W183CPBW3TF,30CONDUCTOR 18 GAUGE BLACK & WHITE Triple0Tracer COTTON PULLEY cord 0 BY THE FOOT,~last 3 years,,0.17,9.18,1.5,81
own,Finished Goods or Products,8,W183CPBW3TS,30CONDUCTOR 18 GAUGE BLACK & WHITE Triple0Tracer COTTON PULLEY cord 0 BY THE SPOOL,~last 3 years,,17.81,142.48,95,760
own,Finished Goods or Products,60,W183CPBW4TF,30CONDUCTOR 18 GAUGE BLACK & WHITE Quadruple0Tracer COTTON PULLEY cord 0 BY THE FOOT,~last 3 years,,0.17,10.2,1.5,90
own,Finished Goods or Products,7,W183CPBW4TS,30CONDUCTOR 18 GAUGE BLACK & WHITE Quadruple0Tracer COTTON PULLEY cord 0 BY THE SPOOL,~last 3 years,,17.79,124.53,95,665
own,Finished Goods or Products,29,W183CPBWLHF,30CONDUCTOR 180GAUGE BLACK & WHITE LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,5.22,1.5,43.5
own,Finished Goods or Products,1,W183CPBWLHS,30CONDUCTOR 180GAUGE BLACK & WHITE LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 1000foot...,~last 3 years,,19.02,19.02,95,95
own,Finished Goods or Products,16,W183CPBWSHF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0.19,3.04,1.2,19.2
own,Finished Goods or Products,8,W183CPBWSHS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,18.02,144.16,95,760
own,Finished Goods or Products,350,W183CPBWZZF,30CONDUCTOR 180GAUGE BLACK & WHITE ZIG0ZAG COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.16,56,1.5,525
own,Finished Goods or Products,1,W183CPBWZZS,30CONDUCTOR 180GAUGE BLACK & WHITE ZIG0ZAG COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,17.02,17.02,95,95
own,Finished Goods or Products,0,W183CPDBLHF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0,0,1.2,0
own,Finished Goods or Products,0,W183CPDBLHS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0,0,95,0
own,Finished Goods or Products,145,W183CPDBXXF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0.19,27.55,1.2,174
own,Finished Goods or Products,0,W183CPDBXXS,30CONDUCTOR 180GAUGE DARK BROWN COTTON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,0,95,0
own,Finished Goods or Products,58,W183CPDPSHF,20CONDUCTOR 180GAUGE DARK BROWN & PUTTY SMALL HOUNDS0TOOTH COTTON PULLEY CORD 0 UL0Listed,~last 3 years,,0.2,11.6,1.2,69.6
own,Finished Goods or Products,2,W183CPDPSHS,20CONDUCTOR 180GAUGE DARK BROWN & PUTTY SMALL HOUNDS0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 by t...,~last 3 years,,1.06,2.12,90,180
own,Finished Goods or Products,103,W183CPDPZZF,30CONDUCTOR 180GAUGE DARK BROWN & PUTTY ZIG0ZAG COTTON PULLEY CORD 0 UL0Listed,~last 3 years,,0.19,19.57,1.15,118.45
own,Finished Goods or Products,3,W183CPDPZZS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,18.02,54.06,95,285
own,Finished Goods or Products,51,W183CPDWLHF,30CONDUCTOR 180GAUGE DARK BROWN & WHITE LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 by ...,~last 3 years,,0.19,9.69,1.2,61.2
own,Finished Goods or Products,4,W183CPDWLHS,30CONDUCTOR 180GAUGE DARK BROWN & WHITE LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 1000foot spool,~last 3 years,,17.86,71.44,95,380
own,Finished Goods or Products,16,W183CPDWSHF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0.19,3.04,1.2,19.2
own,Finished Goods or Products,2,W183CPDWSHS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,18.02,36.04,95,190
own,Finished Goods or Products,93,W183CPDWZZF,30CONDUCTOR 180GAUGE DARK BROWN & WHITE ZIG ZAG COTTON PULLEY CORD 0 by the foot,~last 3 years,,0.17,15.81,1.5,139.5
own,Finished Goods or Products,11,W183CPDWZZS,30CONDUCTOR 180GAUGE DARK BROWN & WHITE ZIG ZAG COTTON PULLEY CORD 0 1000foot spool,~last 3 years,,17.86,196.46,95,"1,045.00"
own,Finished Goods or Products,57,W183CPGDXXF,30CONDUCTOR 180GAUGE GOLD COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,10.26,1.5,85.5
own,Finished Goods or Products,3,W183CPGDXXS,30CONDUCTOR 180GAUGE GOLD COTTON PULLEY CORD 0 UL0Listed,~last 3 years,,18.02,54.06,95,285
own,Finished Goods or Products,20,W183CPGGZZF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,0.19,3.8,1.2,24
own,Finished Goods or Products,0,W183CPGGZZS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.02,0,95,0
own,Finished Goods or Products,25,W183CPGNXXF,30CONDUCTOR 180GAUGE GREEN COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,4.5,1.5,37.5
own,Finished Goods or Products,0,W183CPGNXXS,30CONDUCTOR 180GAUGE GREEN COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,0,95,0
own,Finished Goods or Products,129,W183CPGYXXF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0.19,24.51,1.2,154.8
own,Finished Goods or Products,4,W183CPGYXXS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,18.02,72.08,95,380
own,Finished Goods or Products,8,W183CPLGXXF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,0.19,1.52,1.2,9.6
own,Finished Goods or Products,4,W183CPLGXXS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.02,72.08,95,380
own,Finished Goods or Products,23,W183CPPRLHF,30CONDUCTOR 180GAUGE RED & PUTTY LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.13,2.99,1.5,34.5
own,Finished Goods or Products,6,W183CPPRLHS,30CONDUCTOR 180GAUGE RED & PUTTY LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 1000foot s...,~last 3 years,,18.02,108.12,95,570
