SKU,Handle,Title,Option,Status,Published,Type,Qty,Price,Cost,Inv Value,Vendor,Part Number,Cost Source
SWROTDIMWH,switch-rotary-dimmer-in-line,SWITCH: Rotary Dimmer In-Line,white,active,TRUE,Switches,18,4.00,1.92,34.56,B&P,,B&P price 48460
SWROTWH,switch-rotary-in-line,SWITCH: Rotary Dimmer In-Line,white,active,TRUE,Switches,13,1.75,0.50,6.50,B&P,48433,B&P price 48433
SWSLIMBK,switch-slim-in-line,SWITCH: Slim In-Line,black,active,TRUE,Switches,72,1.75,0.63,45.36,B&P,,B&P price 48420 (SPT-2)
SWSLIMBN,switch-slim-in-line,SWITCH: Slim In-Line,brown,active,TRUE,Switches,51,1.75,0.76,38.76,B&P,48454,B&P price 48454
SWSLIMCL,switch-slim-in-line,SWITCH: Slim In-Line,clear,active,TRUE,Switches,26,1.75,0.88,22.88,B&P,48452,B&P price 48452
SWSLIMCLGD,switch-slim-in-line,SWITCH: Slim In-Line,clear gold,active,TRUE,Switches,0,1.75,1.09,,B&P,48423,B&P price 48423
SWSLIMWH,switch-slim-in-line,SWITCH: Slim In-Line,white,active,TRUE,Switches,47,1.75,0.78,36.66,B&P,48451,B&P price 48451
SWVTGLGBN,switch-vintage-style-large-in-line-rocker,SWITCH: Vintage Style Large In-Line Rocker,brown with white rocker,active,TRUE,Switches,21,9.00,6.21,130.41,B&P,48405,B&P price 48405
SWVTGLGIV,switch-vintage-style-large-in-line-rocker,SWITCH: Vintage Style Large In-Line Rocker,ivory with brown rocker,active,TRUE,Switches,29,9.00,6.23,180.67,B&P,48406,B&P price 48406
SWVTGROTBN,switch-vintage-style-rotary-in-line,SWITCH: Vintage Style Rotary In-Line,brown,active,TRUE,Switches,0,2.50,1.44,,B&P,48400,B&P price 48400
SWVTGROTWH,switch-vintage-style-rotary-in-line,SWITCH: Vintage Style Rotary In-Line,white,active,TRUE,Switches,9,2.50,1.46,13.14,B&P,48401,B&P price 48401
SWVTGSLIMBK,switch-vintage-style-slim-in-line,SWITCH: Vintage Style Slim In-Line,black,active,TRUE,Switches,47,9.00,,,,,
SWVTGSLIMGD,switch-vintage-style-slim-in-line,SWITCH: Vintage Style Slim In-Line,gold,active,TRUE,Switches,0,9.00,,,,,
SWVTGSLIMWH,switch-vintage-style-slim-in-line,SWITCH: Vintage Style Slim In-Line,white,active,TRUE,Switches,50,9.00,,,,,
TSIL12YDBK,tape-12-yard-roll-1-4-self-fusing-silicone-tape,SWITCH: Vintage Style Slim In-Line,black,active,TRUE,Switches,40,12.00,,,,,
TSIL12YDCLR,tape-12-yard-roll-1-4-self-fusing-silicone-tape,"TAPE: 12-yard roll 1/4"" Self-Fusing Silicone Tape",clear,active,TRUE,Tape,19,12.00,,,,,
TSIL4PCBK,tape-4-pieces-1-5-each-1-4-self-fusing-silicone-tape,"TAPE: 12-yard roll 1/4"" Self-Fusing Silicone Tape",black,active,TRUE,Tape,999968,1.00,,,,,
TSIL4PCCLR,tape-4-pieces-1-5-each-1-4-self-fusing-silicone-tape,"TAPE: 4 pieces, 1.5"" each, 1/4"" Self-Fusing Silicone Tape",clear,active,TRUE,Tape,999831,1.00,,,,,
VTGMIDCENTA4,mid-century-fiberglass-pendants,"TAPE: 4 pieces, 1.5"" each, 1/4"" Self-Fusing Silicone Tape",All 4 Shades,active,TRUE,Tape,1,600.00,,,,,
VTGMIDCENTC1,mid-century-fiberglass-pendants,"TAPE: 4 pieces, 1.5"" each, 1/4"" Self-Fusing Silicone Tape",Cloud Swirl with Seeds,active,TRUE,Tape,1,200.00,,,,,
VTGMIDCENTC2,mid-century-fiberglass-pendants,"TAPE: 4 pieces, 1.5"" each, 1/4"" Self-Fusing Silicone Tape",Cloud Swirls,active,TRUE,Tape,1,200.00,,,,,
VTGMIDCENTGS,mid-century-fiberglass-pendants,"TAPE: 4 pieces, 1.5"" each, 1/4"" Self-Fusing Silicone Tape",Golden Strands,active,TRUE,Tape,1,200.00,,,,,
VTGMIDCENTJP,mid-century-fiberglass-pendants,Mid-Century Fiberglass Pendants,Jackson Pollock,active,TRUE,Vintage Lighting,1,200.00,,,,,
VTGPND3FCTRY,small-factory-pendants,Small Factory Pendants,Default Title,active,TRUE,Vintage Lighting,0,300.00,,,,,
VTGPNDMEDALN,vintage-white-mid-century-chandelier-with-green-turquoise-medallions,Vintage White Mid-Century Chandelier with Green & Turquoise Medallions,Default Title,active,TRUE,Vintage Lightig,1,350.00,,,,,
