SKU,Handle,Title,Option,Status,Published,Type,Qty,Price,Cost,Inv Value,Vendor,Part Number,Cost Source
CS18TRIBBN6,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999992,17.0,,,,,
CS18TRIBBN8,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999990,19.5,,,,,
CS18TRIBNK12,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999998,25.0,,,,,
CS18TRIBNK16,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999999,30.25,,,,,
CS18TRIBNK6,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999993,17.25,,,,,
CS18TRIBNK8,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999995,19.75,,,,,
CS18TRNDNK12,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999999,25.25,,,,,
CS18TRNDNK16,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999996,28.0,,,,,
CS18TRNDNK6,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999993,15.0,,,,,
CS18TRNDNK8,cord-set-with-18-gauge-twisted-pair-wire,CORD SET with 18-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 18-Gauge Twisted Pair Wire,9999991,17.5,,,,,
CS202ANFACBN12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,23.75,,,,,
CS202ANFACBN16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,29.0,,,,,
CS202ANFACBN6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,16.0,,,,,
CS202ANFACBN8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,18.5,,,,,
CS20TACNBK12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,24.0,,,,,
CS20TACNBK16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,29.0,,,,,
CS20TACNBK6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.0,,,,,
CS20TACNBK8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,18.5,,,,,
CS20TACNBN12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,24.0,,,,,
CS20TACNBN16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,29.0,,,,,
CS20TACNBN6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.0,,,,,
CS20TACNBN8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,18.5,,,,,
CS20TACNWH12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,24.0,,,,,
CS20TACNWH16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,29.0,,,,,
CS20TACNWH6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.0,,,,,
CS20TACNWH8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999998,18.5,,,,,
CS20TRBREC12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999995,22.0,,,,,
CS20TRBREC16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,27.0,,,,,
CS20TRBREC6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,14.0,,,,,
CS20TRBREC8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999997,16.5,,,,,
CS20TRBRECWH12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,22.0,,,,,
CS20TRBRECWH16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,27.0,,,,,
CS20TRBRECWH6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,14.0,,,,,
CS20TRBRECWH8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,0,16.5,,,,,
CS20TRECBK12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999996,22.0,,,,,
CS20TRECBK16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,27.0,,,,,
CS20TRECBK6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,14.0,,,,,
CS20TRECBK8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999997,16.5,,,,,
CS20TRECBN12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,22.0,,,,,
CS20TRECBN16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,27.0,,,,,
CS20TRECBN6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,14.0,,,,,
CS20TRECBN8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.5,,,,,
CS20TRECWH12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,22.0,,,,,
CS20TRECWH16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,27.0,,,,,
CS20TRECWH6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999998,14.0,,,,,
CS20TRECWH8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.5,,,,,
CS20TRIBBK12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999998,24.0,,,,,
CS20TRIBBK16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,29.0,,,,,
CS20TRIBBK6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.0,,,,,
CS20TRIBBK8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999998,18.5,,,,,
CS20TRIBBN12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,24.0,,,,,
CS20TRIBBN16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,29.0,,,,,
CS20TRIBBN6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999997,16.0,,,,,
CS20TRIBBN8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,18.5,,,,,
CS20TRIBNK12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,24.0,,,,,
CS20TRIBNK16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,29.25,,,,,
CS20TRIBNK6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.25,,,,,
CS20TRIBNK8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,18.75,,,,,
CS20TRNDNK12,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,24.25,,,,,
CS20TRNDNK16,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,27.0,,,,,
CS20TRNDNK6,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,14.0,,,,,
CS20TRNDNK8,cord-set-with-20-gauge-twisted-pair-wire,CORD SET with 20-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 20-Gauge Twisted Pair Wire,9999999,16.5,,,,,
CS222ANFACBN12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,0,22.75,,,,,
CS222ANFACBN16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,0,28.0,,,,,
CS222ANFACBN6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,0,15.0,,,,,
CS222ANFACBN8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,-1,17.5,,,,,
CS22TACNBK12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,23.0,,,,,
CS22TACNBK16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,28.0,,,,,
CS22TACNBK6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.0,,,,,
CS22TACNBK8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,17.5,,,,,
CS22TACNBN12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,23.0,,,,,
CS22TACNBN16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,28.0,,,,,
CS22TACNBN6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.0,,,,,
CS22TACNBN8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,17.5,,,,,
CS22TACNWH12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,23.0,,,,,
CS22TACNWH16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,28.0,,,,,
CS22TACNWH6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.0,,,,,
CS22TACNWH8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,17.5,,,,,
CS22TRBREC12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,21.0,,,,,
CS22TRBREC16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,26.0,,,,,
CS22TRBREC6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,13.0,,,,,
CS22TRBREC8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999993,15.5,,,,,
CS22TRBRECWH12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,0,21.0,,,,,
CS22TRBRECWH16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,0,26.0,,,,,
CS22TRBRECWH6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,0,13.0,,,,,
CS22TRBRECWH8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,0,15.5,,,,,
CS22TRECBK12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,21.0,,,,,
CS22TRECBK16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,26.0,,,,,
CS22TRECBK6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,13.0,,,,,
CS22TRECBK8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999997,15.5,,,,,
CS22TRECBN12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,21.0,,,,,
CS22TRECBN16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999998,26.0,,,,,
CS22TRECBN6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,13.0,,,,,
CS22TRECBN8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999998,15.5,,,,,
CS22TRECWH12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,21.0,,,,,
CS22TRECWH16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,26.0,,,,,
CS22TRECWH6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,13.0,,,,,
CS22TRECWH8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.5,,,,,
CS22TRIBBK12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,23.0,,,,,
CS22TRIBBK16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,28.0,,,,,
CS22TRIBBK6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.0,,,,,
CS22TRIBBK8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999997,17.5,,,,,
CS22TRIBBN12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,23.0,,,,,
CS22TRIBBN16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,28.0,,,,,
CS22TRIBBN6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.0,,,,,
CS22TRIBBN8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999996,17.5,,,,,
CS22TRIBNK12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,23.0,,,,,
CS22TRIBNK16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,28.25,,,,,
CS22TRIBNK6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.25,,,,,
CS22TRIBNK8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,17.75,,,,,
CS22TRNDNK12,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,12 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,23.25,,,,,
CS22TRNDNK16,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,16 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,26.0,,,,,
CS22TRNDNK6,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,6 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,13.0,,,,,
CS22TRNDNK8,cord-set-with-22-gauge-twisted-pair-wire,CORD SET with 22-GAUGE TWISTED PAIR WIRE,8 feet,active,,Cord Set with 22-Gauge Twisted Pair Wire,9999999,15.5,,,,,
CSOVACNBK12,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,12 feet,active,,Cord Set with Overbraid Wire,9999999,33.0,,,,,
CSOVACNBK16,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,16 feet,active,,Cord Set with Overbraid Wire,9999999,41.0,,,,,
CSOVACNBK6,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,6 feet,active,,Cord Set with Overbraid Wire,9999999,21.0,,,,,
CSOVACNBK8,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,8 feet,active,,Cord Set with Overbraid Wire,9999999,25.0,,,,,
CSOVACNBN12,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,12 feet,active,,Cord Set with Overbraid Wire,9999999,33.0,,,,,
CSOVACNBN16,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,16 feet,active,,Cord Set with Overbraid Wire,9999999,41.0,,,,,
CSOVACNBN6,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,6 feet,active,,Cord Set with Overbraid Wire,9999999,21.0,,,,,
CSOVACNBN8,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,8 feet,active,,Cord Set with Overbraid Wire,9999999,25.0,,,,,
CSOVACNWH12,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,12 feet,active,,Cord Set with Overbraid Wire,9999999,33.0,,,,,
CSOVACNWH16,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,16 feet,active,,Cord Set with Overbraid Wire,9999999,41.0,,,,,
CSOVACNWH6,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,6 feet,active,,Cord Set with Overbraid Wire,9999999,21.0,,,,,
CSOVACNWH8,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,8 feet,active,,Cord Set with Overbraid Wire,9999999,25.0,,,,,
CSOVANFACBN12,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,12 feet,active,,Cord Set with Overbraid Wire,0,33.0,,,,,
CSOVANFACBN16,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,16 feet,active,,Cord Set with Overbraid Wire,0,41.0,,,,,
CSOVANFACBN6,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,6 feet,active,,Cord Set with Overbraid Wire,0,21.0,,,,,
CSOVANFACBN8,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,8 feet,active,,Cord Set with Overbraid Wire,0,25.0,,,,,
CSOVHVY12,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,12 feet,active,,Cord Set with Overbraid Wire,9999999,33.0,,,,,
CSOVHVY16,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,16 feet,active,,Cord Set with Overbraid Wire,9999999,41.0,,,,,
CSOVHVY6,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,6 feet,active,,Cord Set with Overbraid Wire,9999998,21.0,,,,,
CSOVHVY8,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,8 feet,active,,Cord Set with Overbraid Wire,9999998,25.0,,,,,
CSOVRBREC12,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,12 feet,active,,Cord Set with Overbraid Wire,9999999,31.0,,,,,
CSOVRBREC16,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,16 feet,active,,Cord Set with Overbraid Wire,9999999,39.0,,,,,
CSOVRBREC6,cord-set-with-overbraid-cord,CORD SET with OVERBRAID CORD,6 feet,active,,Cord Set with Overbraid Wire,9999999,19.0,,,,,
